Date,driver_number,start_point,end_point,distance_travelled,speed,start_time,end_time,driver_rating,fare_amount,weather_conditions,traffic_conditions,payment_method,passenger_count,duration,route_taken
06/12/2026,8,9933 Burrows Terrace,3650 Shoshone Trail,8.62,128.1,6/1/2022,2/24/2022,1.6,40.54,cloudy,light,credit card,3,594,back roads
06/12/2026,5,3 Bashford Drive,7 Cherokee Trail,35.32,11.15,2/16/2022,8/26/2022,1.7,16.31,sunny,heavy,cash,2,144,back roads
06/12/2026,4,9 Coleman Lane,27 Mayfield Terrace,10.74,83.11,8/17/2022,2/20/2022,3.6,85.44,sunny,light,credit card,2,112,back roads
06/12/2026,9,09430 Rigney Lane,4 Packers Pass,5.07,64.51,1/18/2022,3/7/2022,4.6,73.66,cloudy,heavy,credit card,1,561,back roads
06/12/2026,4,3397 Heath Crossing,906 Glacier Hill Court,9.1,52.0,5/10/2022,8/27/2022,4.6,26.53,sunny,light,cash,5,118,city streets
06/12/2026,1,112 Manufacturers Court,0112 Melby Street,27.45,149.07,4/12/2022,2/2/2022,2.4,14.2,cloudy,light,cash,1,114,back roads
06/12/2026,7,8148 Parkside Center,089 Novick Hill,38.15,120.06,3/29/2022,4/29/2022,1.7,4.39,sunny,moderate,mobile payment,5,550,highway
06/12/2026,8,95 6th Alley,503 Hovde Drive,8.37,149.37,4/10/2022,9/20/2022,1.0,41.89,cloudy,heavy,cash,4,418,back roads
06/12/2026,2,6746 Service Drive,8781 Esch Avenue,35.78,59.19,3/11/2022,1/8/2022,1.7,31.44,snowy,moderate,credit card,2,244,highway
06/12/2026,4,867 Pennsylvania Plaza,858 Dottie Court,20.31,20.02,1/23/2022,8/28/2022,2.0,90.22,cloudy,moderate,mobile payment,4,387,city streets
06/12/2026,3,136 Waywood Lane,22193 Eastwood Point,35.14,5.29,3/22/2022,1/21/2022,2.8,88.25,snowy,heavy,cash,3,240,city streets
06/12/2026,7,8074 Melrose Terrace,78 Ronald Regan Hill,6.52,106.27,5/9/2022,5/23/2022,1.2,44.19,sunny,heavy,cash,4,240,highway
06/12/2026,6,67767 Bartillon Park,4073 Morrow Drive,16.31,25.48,6/11/2022,1/21/2022,1.9,70.39,snowy,heavy,credit card,2,232,back roads
06/12/2026,8,4 Coolidge Road,77040 Cherokee Park,32.22,33.32,2/23/2022,3/24/2022,3.4,23.45,snowy,heavy,credit card,1,133,highway
06/12/2026,5,08684 Ludington Trail,625 3rd Park,36.79,149.44,5/28/2022,9/9/2022,3.6,49.12,cloudy,moderate,credit card,5,136,highway
06/12/2026,1,35880 Muir Terrace,34 Kipling Crossing,7.32,125.03,8/7/2022,2/25/2022,2.4,51.43,snowy,light,credit card,3,252,city streets
06/12/2026,9,1 Darwin Circle,3084 Stang Place,2.77,140.1,2/13/2022,4/30/2022,1.5,8.52,snowy,moderate,mobile payment,2,371,back roads
06/12/2026,2,0146 Evergreen Center,57104 Saint Paul Circle,34.51,35.76,8/10/2022,2/4/2022,1.2,7.32,cloudy,light,cash,3,406,back roads
06/12/2026,6,7598 Butternut Street,5 Redwing Drive,26.65,60.39,9/3/2022,4/25/2022,3.4,6.95,cloudy,moderate,credit card,3,149,back roads
06/12/2026,6,1 Mallory Pass,17 Jenifer Plaza,32.24,60.34,7/14/2022,1/13/2022,4.6,7.61,sunny,moderate,mobile payment,2,7,highway
06/12/2026,7,606 Hauk Park,8574 Longview Drive,20.3,11.05,6/11/2022,8/4/2022,4.9,40.85,snowy,heavy,mobile payment,2,521,back roads
06/12/2026,3,06759 Roxbury Drive,64 Thierer Terrace,14.57,61.02,6/6/2022,1/24/2022,3.8,10.95,sunny,moderate,mobile payment,4,242,highway
06/12/2026,9,1791 Evergreen Drive,5961 Vidon Circle,38.81,105.04,5/25/2022,7/28/2022,1.9,1.64,snowy,moderate,credit card,5,535,back roads
06/12/2026,2,5 3rd Trail,6199 Graedel Circle,15.16,15.49,9/1/2022,10/27/2022,3.0,7.95,snowy,heavy,credit card,5,110,city streets
06/12/2026,9,378 Sloan Drive,54 Jay Lane,45.15,54.07,9/11/2022,4/17/2022,3.6,10.65,cloudy,heavy,cash,1,349,highway
06/12/2026,9,00613 Warrior Park,4 Butterfield Court,9.51,12.14,6/15/2022,5/28/2022,4.5,68.08,sunny,moderate,cash,1,448,city streets
06/12/2026,4,1345 Sunfield Way,42 Lakewood Gardens Terrace,31.92,129.86,1/11/2022,4/5/2022,4.5,26.99,snowy,moderate,mobile payment,3,268,back roads
06/12/2026,5,1 Browning Hill,026 Commercial Street,44.59,134.64,6/23/2022,8/3/2022,2.9,2.86,sunny,heavy,cash,4,386,highway
06/12/2026,7,0545 Marcy Drive,35223 Texas Pass,21.24,34.47,1/7/2022,2/5/2022,2.8,21.64,snowy,moderate,credit card,3,186,back roads
06/12/2026,7,5725 Milwaukee Parkway,0 Grayhawk Hill,47.76,112.76,5/7/2022,8/26/2022,3.9,26.75,sunny,moderate,credit card,1,427,city streets
06/12/2026,6,65 Esker Court,7 Annamark Junction,40.8,139.47,3/29/2022,4/22/2022,3.6,11.73,snowy,moderate,credit card,3,330,back roads
06/12/2026,4,05 Starling Pass,36812 Eagle Crest Center,9.43,64.92,3/19/2022,4/9/2022,2.6,88.76,sunny,heavy,mobile payment,5,150,highway
06/12/2026,1,6704 Maple Wood Point,8 Columbus Center,24.24,112.35,3/30/2022,4/1/2022,3.6,35.27,snowy,moderate,cash,2,149,back roads
06/12/2026,5,77417 Merry Place,910 Stoughton Junction,23.74,1.15,1/19/2022,6/8/2022,4.8,74.27,sunny,moderate,mobile payment,5,236,city streets
06/12/2026,5,2 Lakewood Gardens Circle,51489 Shasta Road,3.46,35.86,4/6/2022,9/4/2022,4.2,99.63,sunny,heavy,cash,2,291,back roads
06/12/2026,7,2 Cottonwood Junction,5 Lyons Circle,6.08,30.16,1/20/2022,5/15/2022,2.6,10.91,snowy,moderate,mobile payment,4,271,city streets
06/12/2026,4,3971 Sullivan Terrace,35 Utah Crossing,12.56,54.07,3/3/2022,1/19/2022,4.6,73.46,sunny,moderate,mobile payment,1,158,highway
06/12/2026,6,763 Corben Place,2369 Acker Road,46.37,46.07,4/12/2022,11/2/2022,3.7,46.7,cloudy,light,credit card,1,200,highway
06/12/2026,6,7 Hazelcrest Terrace,1 Elgar Pass,46.99,124.92,6/19/2022,3/12/2022,1.6,78.62,cloudy,light,mobile payment,5,568,highway
06/12/2026,7,70102 Graceland Circle,6 Namekagon Circle,41.81,64.25,3/14/2022,3/11/2022,2.4,27.87,sunny,light,mobile payment,5,198,city streets
06/12/2026,8,2 Hollow Ridge Crossing,5 Service Trail,49.91,101.98,4/13/2022,7/6/2022,3.4,91.02,snowy,light,cash,2,80,city streets
06/12/2026,7,78863 Holmberg Way,738 Bunting Alley,37.61,32.91,6/19/2022,10/8/2022,4.4,45.51,sunny,heavy,credit card,5,392,city streets
06/12/2026,5,9 Redwing Hill,6 Scott Junction,37.08,126.19,1/19/2022,8/24/2022,4.7,20.92,cloudy,light,mobile payment,4,38,city streets
06/12/2026,3,418 Westport Junction,7 Hoffman Trail,12.89,100.07,8/13/2022,8/21/2022,4.1,35.74,snowy,light,cash,2,461,back roads
06/12/2026,5,6 Shelley Lane,53 Lawn Pass,22.4,16.25,6/29/2022,4/20/2022,4.1,91.23,cloudy,light,credit card,1,137,highway
06/12/2026,8,8654 Burning Wood Road,902 Welch Lane,30.73,60.62,8/3/2022,9/6/2022,3.4,91.03,cloudy,moderate,cash,4,382,highway
06/12/2026,6,303 Bartillon Circle,9478 Esch Way,10.56,136.28,4/4/2022,8/15/2022,2.3,25.97,snowy,light,cash,4,477,city streets
06/12/2026,2,5788 Vera Hill,69 Dayton Pass,14.91,63.07,3/29/2022,1/22/2022,3.1,27.97,cloudy,moderate,cash,3,5,city streets
06/12/2026,5,8 Bayside Way,818 Truax Parkway,24.8,124.96,2/3/2022,10/14/2022,1.6,38.64,cloudy,light,credit card,5,384,city streets
06/12/2026,1,98 Talisman Road,350 Londonderry Street,31.04,85.25,2/22/2022,10/28/2022,2.7,85.86,snowy,light,credit card,4,32,highway
06/12/2026,8,2687 7th Alley,88 Karstens Park,38.85,15.15,4/9/2022,7/21/2022,2.3,95.32,snowy,moderate,mobile payment,1,379,highway
06/12/2026,6,3 Clemons Alley,9769 Dayton Way,39.09,24.19,3/13/2022,8/2/2022,3.0,46.72,sunny,heavy,credit card,3,371,city streets
06/12/2026,6,3210 Hoepker Center,17 Knutson Parkway,11.03,92.11,7/4/2022,7/5/2022,4.3,0.48,sunny,light,credit card,5,299,back roads
06/12/2026,4,682 Melody Plaza,9226 Oak Valley Street,27.03,115.77,3/9/2022,7/29/2022,4.7,48.8,sunny,heavy,cash,2,542,city streets
06/12/2026,7,3 Green Ridge Trail,0256 Lake View Hill,7.08,24.72,8/22/2022,1/11/2022,1.4,85.49,snowy,moderate,mobile payment,4,302,city streets
06/12/2026,8,691 Farmco Lane,2273 Cody Park,3.29,51.01,1/28/2022,6/10/2022,5.0,71.11,snowy,moderate,mobile payment,4,142,highway
06/12/2026,7,4 Jackson Pass,32 Dryden Pass,40.1,33.19,5/10/2022,1/16/2022,2.4,61.94,cloudy,heavy,credit card,5,372,highway
06/12/2026,5,17988 Lerdahl Crossing,7 Garrison Lane,49.23,37.21,3/17/2022,7/15/2022,2.5,68.75,snowy,heavy,cash,3,557,back roads
06/12/2026,6,84834 Gateway Court,694 Moulton Way,5.64,136.59,7/11/2022,7/15/2022,2.8,19.38,cloudy,moderate,mobile payment,4,583,city streets
06/12/2026,9,77 Doe Crossing Court,51507 Logan Lane,17.81,53.08,8/21/2022,10/7/2022,3.5,26.55,cloudy,heavy,mobile payment,3,543,back roads
06/12/2026,3,2 Spohn Way,61 Florence Center,26.16,101.77,7/4/2022,6/25/2022,4.9,25.12,snowy,moderate,cash,1,511,back roads
06/12/2026,6,574 Blackbird Crossing,46 Luster Center,46.84,81.89,2/14/2022,6/15/2022,1.3,15.5,snowy,heavy,cash,4,412,city streets
06/12/2026,9,61435 Vernon Trail,06781 Sutteridge Drive,13.04,81.53,6/20/2022,8/20/2022,2.9,25.51,snowy,heavy,mobile payment,3,535,back roads
06/12/2026,9,807 Schmedeman Park,00440 Clarendon Point,9.03,130.72,3/14/2022,2/28/2022,2.2,38.71,cloudy,heavy,mobile payment,4,353,highway
06/12/2026,7,93187 Warrior Circle,8 Manitowish Park,31.96,87.17,9/9/2022,2/24/2022,1.3,77.31,sunny,moderate,cash,1,541,highway
06/12/2026,3,9 Jana Place,10 Fieldstone Road,27.18,48.41,7/24/2022,7/6/2022,2.7,35.68,snowy,heavy,mobile payment,3,174,highway
06/12/2026,8,821 Oneill Court,5349 Moland Court,19.24,138.83,6/23/2022,10/30/2022,1.3,79.54,cloudy,heavy,credit card,3,173,highway
06/12/2026,7,650 Vera Center,93 Shelley Plaza,41.6,46.32,6/27/2022,4/12/2022,2.2,29.0,cloudy,light,cash,5,18,back roads
06/12/2026,3,228 Bellgrove Hill,96388 North Court,5.53,121.14,9/3/2022,1/30/2022,1.1,8.25,sunny,light,credit card,2,105,highway
06/12/2026,6,895 Springview Circle,82000 Dorton Drive,3.42,83.86,3/31/2022,4/19/2022,2.7,2.17,cloudy,light,cash,1,250,highway
06/12/2026,6,512 Pankratz Point,72 Welch Court,31.93,79.09,7/17/2022,2/19/2022,4.9,25.01,cloudy,light,mobile payment,5,559,highway
06/12/2026,7,45 Scoville Street,62 Jana Trail,43.92,65.49,8/10/2022,2/7/2022,4.4,93.11,cloudy,moderate,mobile payment,5,110,highway
06/12/2026,4,04982 Wayridge Way,7 Mcguire Court,43.61,93.78,4/26/2022,7/26/2022,2.6,53.11,sunny,moderate,mobile payment,2,187,back roads
06/12/2026,5,5351 Hintze Parkway,679 Rutledge Road,17.8,96.02,5/4/2022,6/29/2022,3.2,13.91,snowy,light,cash,5,355,city streets
06/12/2026,7,60171 Forest Run Road,2 Oak Valley Crossing,42.25,36.54,6/12/2022,2/15/2022,2.7,21.44,snowy,light,mobile payment,3,163,highway
06/12/2026,7,83365 Old Gate Alley,764 Shoshone Plaza,46.46,88.33,5/26/2022,2/8/2022,3.6,55.87,sunny,light,cash,1,369,highway
06/12/2026,1,3176 Dahle Point,1599 Basil Circle,49.81,1.09,2/17/2022,2/19/2022,1.8,59.42,cloudy,moderate,cash,3,260,city streets
06/12/2026,4,102 Autumn Leaf Crossing,670 Tony Pass,24.51,131.02,4/5/2022,5/7/2022,2.7,91.56,sunny,moderate,credit card,2,477,highway
06/12/2026,2,4 Maywood Way,25003 Parkside Plaza,2.78,31.17,8/27/2022,5/13/2022,3.3,95.91,sunny,light,mobile payment,2,491,city streets
06/12/2026,9,09152 Sheridan Parkway,1441 Eagan Parkway,47.81,141.89,5/14/2022,3/14/2022,1.6,17.88,cloudy,heavy,mobile payment,3,413,highway
06/12/2026,9,9453 Hauk Trail,912 Hermina Road,6.85,46.79,8/9/2022,9/15/2022,3.4,52.56,sunny,moderate,credit card,5,133,back roads
06/12/2026,4,5464 Barby Place,6 Dahle Junction,49.39,84.09,8/16/2022,10/5/2022,2.6,79.43,sunny,heavy,mobile payment,3,94,highway
06/12/2026,1,8125 Kennedy Parkway,0 American Ash Street,16.29,143.64,9/15/2022,7/8/2022,1.8,33.97,cloudy,light,credit card,3,415,highway
06/12/2026,1,7606 Graedel Hill,5 Schlimgen Trail,41.3,71.85,2/24/2022,4/18/2022,3.5,83.01,cloudy,light,credit card,4,199,city streets
06/12/2026,3,14 Barnett Court,0 Stoughton Pass,25.27,49.43,8/30/2022,5/29/2022,2.0,46.94,snowy,light,credit card,1,354,back roads
06/12/2026,9,224 Beilfuss Court,3690 Schurz Park,33.2,123.66,2/4/2022,9/1/2022,1.2,66.17,cloudy,light,credit card,4,589,city streets
06/12/2026,8,8061 Thackeray Junction,2788 Johnson Street,41.59,44.82,8/3/2022,8/29/2022,3.2,26.28,cloudy,light,credit card,4,196,highway
06/12/2026,6,3022 Rowland Point,4 Kensington Trail,36.62,99.37,3/9/2022,5/25/2022,2.9,77.55,snowy,light,credit card,2,73,city streets
06/12/2026,3,50 Ridgeview Alley,348 Rockefeller Hill,38.05,88.07,6/10/2022,6/20/2022,3.3,60.05,sunny,moderate,credit card,2,160,back roads
06/12/2026,8,4 Heath Lane,91 Moulton Terrace,47.58,126.19,7/7/2022,1/22/2022,4.4,78.45,snowy,heavy,cash,2,306,highway
06/12/2026,1,05111 Rowland Trail,2741 Kedzie Circle,10.75,42.24,8/4/2022,5/10/2022,2.6,73.95,sunny,light,credit card,2,280,city streets
06/12/2026,1,0 Crowley Place,44553 Fallview Pass,3.54,36.08,2/17/2022,4/2/2022,4.6,40.21,sunny,heavy,mobile payment,1,445,highway
06/12/2026,7,2611 Autumn Leaf Street,91 Vidon Avenue,49.93,141.85,3/17/2022,10/25/2022,1.0,58.25,sunny,light,cash,1,435,back roads
06/12/2026,7,47229 Welch Point,29 Continental Parkway,37.15,3.45,1/30/2022,10/11/2022,2.2,14.79,cloudy,light,mobile payment,4,303,city streets
06/12/2026,8,186 Ridgeview Crossing,07 Arkansas Plaza,5.01,72.72,2/23/2022,8/14/2022,2.5,71.05,cloudy,light,mobile payment,2,102,highway
06/12/2026,2,7914 Bunker Hill Pass,74 Pleasure Road,32.09,50.23,8/31/2022,7/5/2022,4.6,73.03,snowy,heavy,credit card,1,333,city streets
06/12/2026,3,173 Bonner Way,2241 Scott Lane,13.65,71.2,3/1/2022,1/23/2022,4.2,10.17,cloudy,heavy,mobile payment,5,584,back roads
06/12/2026,7,7 Bellgrove Court,6345 Nancy Terrace,13.47,133.55,4/1/2022,3/4/2022,3.7,92.76,snowy,light,mobile payment,1,559,highway
06/12/2026,3,1 Pond Street,64 Stoughton Pass,13.09,126.26,8/16/2022,4/1/2022,4.8,11.59,snowy,light,credit card,4,161,city streets
06/12/2026,9,21422 Schurz Circle,3 Fallview Junction,18.4,66.39,1/24/2022,9/18/2022,1.2,18.95,sunny,light,mobile payment,4,485,city streets
06/12/2026,6,327 Dawn Hill,4238 Bashford Pass,5.15,51.36,9/18/2022,4/2/2022,3.9,47.97,sunny,heavy,mobile payment,5,160,back roads
06/12/2026,9,7 Dorton Junction,4 Lindbergh Drive,13.62,70.08,6/28/2022,11/3/2022,1.6,45.75,sunny,light,credit card,2,314,back roads
06/12/2026,5,97 Alpine Court,6 Carey Park,6.3,139.79,5/31/2022,7/3/2022,2.0,17.92,snowy,light,mobile payment,2,42,city streets
06/12/2026,2,4 Clyde Gallagher Street,8 Namekagon Court,7.89,47.79,7/4/2022,1/31/2022,1.6,46.54,cloudy,heavy,cash,4,213,back roads
06/12/2026,7,30 Sunfield Crossing,97244 Mccormick Lane,32.48,110.9,5/27/2022,5/7/2022,1.6,20.4,snowy,light,mobile payment,2,54,highway
06/12/2026,1,6567 Weeping Birch Place,1 Village Way,38.06,63.42,8/11/2022,1/24/2022,3.9,44.24,sunny,moderate,credit card,2,359,highway
06/12/2026,9,1614 Kenwood Alley,1 Basil Hill,14.33,90.54,3/26/2022,7/14/2022,2.4,42.19,snowy,heavy,cash,2,382,back roads
06/12/2026,5,38 Bellgrove Crossing,79 Esker Center,5.26,74.41,7/17/2022,7/29/2022,3.8,63.75,sunny,moderate,credit card,3,161,back roads
06/12/2026,5,19 Sachtjen Way,57692 Ilene Road,41.64,27.03,9/9/2022,5/21/2022,4.0,78.83,cloudy,light,cash,3,542,back roads
06/12/2026,8,02 Monica Trail,5 Reinke Junction,9.58,63.72,7/22/2022,6/22/2022,3.6,60.33,sunny,heavy,mobile payment,4,47,highway
06/12/2026,1,15107 Donald Alley,82208 Annamark Crossing,41.74,71.64,1/17/2022,10/28/2022,4.7,71.84,snowy,light,cash,5,15,highway
06/12/2026,3,47608 Coleman Point,0 Crownhardt Drive,10.64,112.47,1/27/2022,11/7/2022,2.0,11.11,sunny,moderate,mobile payment,4,201,city streets
06/12/2026,4,6941 Bluejay Alley,8876 Pankratz Street,19.6,1.26,6/13/2022,7/5/2022,1.0,59.5,sunny,light,cash,5,230,city streets
06/12/2026,5,4348 Nevada Lane,49 Westerfield Pass,38.5,26.99,2/20/2022,10/23/2022,4.7,24.71,sunny,moderate,cash,4,151,back roads
06/12/2026,8,3911 Manufacturers Pass,241 Westerfield Street,47.89,21.41,4/17/2022,4/25/2022,4.7,32.87,cloudy,heavy,credit card,5,175,city streets
06/12/2026,3,686 Fulton Terrace,0744 Sherman Junction,20.06,131.74,4/3/2022,10/14/2022,3.2,23.13,snowy,moderate,cash,3,21,back roads
06/12/2026,5,077 Springs Pass,810 Linden Way,32.26,28.74,5/4/2022,10/17/2022,2.2,8.25,cloudy,heavy,credit card,5,324,highway
06/12/2026,3,339 Bayside Park,403 Melby Parkway,14.84,121.23,5/9/2022,10/2/2022,1.4,80.73,snowy,light,mobile payment,4,152,back roads
06/12/2026,6,24472 Village Lane,89 Warner Lane,33.23,148.28,2/25/2022,8/23/2022,2.3,29.49,snowy,light,mobile payment,3,83,highway
06/12/2026,6,501 Dahle Avenue,9300 Fisk Crossing,30.37,56.09,7/11/2022,10/16/2022,3.4,12.51,cloudy,heavy,credit card,4,316,highway
06/12/2026,9,5554 High Crossing Pass,09 6th Center,0.2,22.26,9/7/2022,10/29/2022,4.3,17.96,snowy,heavy,mobile payment,4,248,back roads
06/12/2026,2,0 Jenna Road,0113 Bayside Street,4.11,3.1,7/18/2022,4/16/2022,1.9,87.32,snowy,moderate,cash,3,114,back roads
06/12/2026,7,68 Kinsman Place,20 Roth Terrace,7.91,113.99,6/1/2022,11/1/2022,2.6,37.58,snowy,light,cash,2,550,highway
06/12/2026,3,920 Ryan Circle,221 Mockingbird Way,25.67,120.64,4/11/2022,7/28/2022,4.4,42.53,sunny,moderate,mobile payment,5,363,back roads
06/12/2026,9,284 Nelson Point,1708 Kim Hill,16.37,10.75,4/4/2022,8/15/2022,3.4,97.71,sunny,light,cash,3,83,highway
06/12/2026,8,9606 Weeping Birch Crossing,0 Stang Center,14.75,18.82,3/20/2022,8/9/2022,4.7,18.95,snowy,moderate,mobile payment,4,157,city streets
06/12/2026,3,5 Dexter Place,3328 Stephen Place,18.04,14.62,4/20/2022,7/12/2022,1.5,19.36,cloudy,heavy,credit card,1,108,city streets
06/12/2026,7,06424 Mccormick Circle,709 Brentwood Point,38.24,58.11,7/26/2022,8/22/2022,4.6,91.08,cloudy,moderate,cash,2,94,highway
06/12/2026,3,39 Dixon Way,7095 Esch Avenue,31.02,84.36,1/5/2022,4/23/2022,2.0,4.05,cloudy,heavy,cash,5,55,city streets
06/12/2026,3,9 Moulton Circle,67 Tomscot Junction,35.93,133.92,5/31/2022,10/24/2022,1.7,66.23,snowy,moderate,mobile payment,3,274,city streets
06/12/2026,4,30 Superior Avenue,98 Almo Center,16.69,19.81,9/1/2022,1/26/2022,4.8,42.57,cloudy,moderate,mobile payment,2,367,highway
06/12/2026,1,56 Old Gate Street,46 Orin Drive,22.43,12.01,3/22/2022,7/21/2022,1.1,40.74,snowy,heavy,mobile payment,5,482,highway
06/12/2026,9,50 Westend Terrace,89 Transport Hill,25.42,110.13,8/21/2022,10/8/2022,4.1,8.25,sunny,light,mobile payment,4,194,city streets
06/12/2026,4,05033 David Point,05 Anderson Circle,15.53,124.81,9/7/2022,3/27/2022,1.4,73.72,sunny,light,credit card,1,567,highway
06/12/2026,1,2 Tennyson Point,63 Butterfield Lane,41.91,53.76,1/31/2022,5/24/2022,2.3,67.97,sunny,moderate,credit card,4,291,city streets
06/12/2026,5,05202 8th Hill,66 Springview Alley,10.71,97.99,7/3/2022,8/20/2022,1.4,25.25,sunny,moderate,cash,3,139,highway
06/12/2026,7,427 Amoth Junction,23 Golf View Drive,41.18,83.2,9/9/2022,2/17/2022,3.2,2.16,cloudy,moderate,mobile payment,5,288,city streets
06/12/2026,7,3 Buhler Park,4944 Novick Parkway,0.75,16.9,5/9/2022,7/6/2022,1.0,40.63,snowy,heavy,credit card,1,367,back roads
06/12/2026,5,8 Lien Junction,432 Eastlawn Crossing,36.41,21.14,5/31/2022,3/24/2022,2.2,65.89,snowy,light,credit card,1,153,back roads
06/12/2026,9,1 Hollow Ridge Center,78 Columbus Parkway,14.8,120.04,2/8/2022,10/17/2022,1.2,8.5,snowy,moderate,cash,5,538,city streets
06/12/2026,4,04534 Calypso Junction,9021 Pepper Wood Court,41.37,67.82,7/30/2022,1/15/2022,3.7,60.67,sunny,heavy,credit card,2,159,city streets
06/12/2026,1,15 Warrior Hill,47 Stephen Place,46.86,133.23,4/1/2022,3/14/2022,3.1,92.38,sunny,moderate,credit card,2,520,city streets
06/12/2026,2,695 Express Park,9 Ludington Street,45.64,146.78,2/7/2022,8/10/2022,2.0,18.26,sunny,light,mobile payment,4,399,highway
06/12/2026,5,299 Fuller Pass,87478 Hooker Point,33.41,102.9,2/22/2022,7/20/2022,2.6,40.79,sunny,moderate,credit card,1,292,highway
06/12/2026,4,6 Oxford Drive,79709 Harbort Trail,26.36,39.93,8/2/2022,10/27/2022,1.7,88.26,snowy,heavy,mobile payment,2,252,highway
06/12/2026,7,5 Luster Point,7 Sheridan Circle,36.76,72.03,2/1/2022,7/27/2022,4.2,99.48,sunny,light,cash,2,516,highway
06/12/2026,6,80227 International Crossing,57 Lunder Trail,41.22,91.56,3/15/2022,2/19/2022,3.3,43.0,sunny,moderate,credit card,5,377,city streets
06/12/2026,5,14 Mandrake Way,68776 Mendota Court,13.66,44.76,6/11/2022,3/28/2022,4.7,85.26,sunny,light,mobile payment,3,269,city streets
06/12/2026,6,286 Melvin Hill,181 Pleasure Street,48.84,6.72,7/20/2022,6/20/2022,2.7,69.77,snowy,moderate,credit card,3,226,back roads
06/12/2026,5,0396 Prentice Street,3602 Clyde Gallagher Lane,48.27,138.44,7/26/2022,2/7/2022,4.8,98.36,snowy,light,cash,1,550,city streets
06/12/2026,7,0 Everett Place,207 Morrow Lane,26.72,37.39,8/22/2022,8/4/2022,2.6,73.78,cloudy,light,credit card,3,283,city streets
06/12/2026,5,40183 Saint Paul Circle,9107 Gerald Trail,26.24,129.18,9/17/2022,4/2/2022,4.9,23.68,snowy,light,mobile payment,3,570,highway
06/12/2026,9,85745 Vermont Street,62 Kings Point,47.29,83.01,3/21/2022,10/27/2022,3.6,74.57,snowy,moderate,mobile payment,5,593,city streets
06/12/2026,8,5147 Waxwing Point,9964 American Park,32.39,13.23,4/26/2022,8/17/2022,4.0,28.65,cloudy,heavy,credit card,3,20,city streets
06/12/2026,2,87439 Hanover Center,1546 Sloan Lane,18.56,3.93,3/10/2022,6/7/2022,2.7,67.13,cloudy,moderate,cash,3,371,back roads
06/12/2026,4,24605 Utah Park,23 Stone Corner Parkway,15.6,138.08,7/29/2022,4/26/2022,2.8,17.7,cloudy,moderate,credit card,5,275,back roads
06/12/2026,5,08 Tennessee Street,08 Corben Point,47.24,53.07,8/21/2022,3/9/2022,4.8,38.32,cloudy,moderate,mobile payment,4,425,city streets
06/12/2026,1,14136 Randy Lane,004 Dexter Place,16.69,133.54,5/10/2022,8/16/2022,3.8,24.14,snowy,moderate,mobile payment,2,187,city streets
06/12/2026,1,08738 American Ash Place,090 Hollow Ridge Plaza,46.49,128.42,6/6/2022,6/19/2022,4.9,37.14,sunny,moderate,mobile payment,4,11,back roads
06/12/2026,9,89 Mallory Way,6401 Weeping Birch Trail,7.01,57.89,1/3/2022,10/4/2022,2.8,13.94,sunny,moderate,credit card,2,202,city streets
06/12/2026,9,1862 Harper Point,5550 Kenwood Lane,25.56,134.15,3/5/2022,7/30/2022,4.4,60.88,snowy,light,mobile payment,4,340,highway
06/12/2026,3,78 Lakewood Gardens Avenue,57370 Green Trail,16.56,10.91,7/11/2022,6/26/2022,4.3,34.44,sunny,heavy,credit card,4,557,city streets
06/12/2026,8,26096 Stone Corner Plaza,986 Lindbergh Street,45.41,46.81,7/10/2022,10/26/2022,3.8,15.83,cloudy,moderate,mobile payment,5,526,city streets
06/12/2026,5,2344 Bay Court,8 Myrtle Point,40.45,19.34,1/23/2022,7/21/2022,1.3,92.76,cloudy,moderate,credit card,3,570,back roads
06/12/2026,3,57755 Schmedeman Plaza,0185 Truax Center,28.75,58.4,4/28/2022,7/23/2022,4.5,16.3,cloudy,moderate,credit card,5,347,highway
06/12/2026,4,04 Monterey Circle,29891 Reinke Lane,15.05,93.06,4/29/2022,9/12/2022,1.7,64.72,snowy,light,mobile payment,4,179,highway
06/12/2026,8,302 Dawn Place,19 Macpherson Circle,8.06,71.54,6/26/2022,6/18/2022,4.9,78.73,cloudy,heavy,credit card,2,104,city streets
06/12/2026,1,85 Rutledge Point,8 Veith Junction,47.38,47.55,8/8/2022,8/4/2022,3.0,91.3,cloudy,heavy,mobile payment,4,420,back roads
06/12/2026,7,6 Old Shore Point,3 Lyons Trail,45.13,111.42,4/23/2022,4/28/2022,2.6,67.46,snowy,heavy,mobile payment,1,515,highway
06/12/2026,4,6582 Pearson Terrace,13 Raven Court,35.22,140.76,7/31/2022,9/5/2022,2.2,71.74,sunny,heavy,credit card,3,305,highway
06/12/2026,2,2 Rigney Lane,5 Reindahl Place,12.5,45.58,8/2/2022,2/12/2022,3.4,5.79,snowy,light,mobile payment,5,520,highway
06/12/2026,8,0 Warrior Crossing,5711 8th Road,7.11,13.35,7/7/2022,9/9/2022,2.0,56.58,cloudy,moderate,mobile payment,3,102,back roads
06/12/2026,2,28 Pearson Junction,474 Pawling Alley,7.19,148.45,8/12/2022,9/8/2022,1.2,75.36,cloudy,heavy,cash,4,374,back roads
06/12/2026,3,1641 Hagan Alley,4 Carpenter Parkway,17.47,67.45,5/4/2022,6/27/2022,1.0,2.25,cloudy,heavy,credit card,1,95,city streets
